id_student,gender,highest_education,age_band,num_of_prev_attempts,studied_credits,final_result,avg_score,total_click,needs_remedial
504466,F,Lower Than A Level,35-55,1,60,Pass,81.3,866,0
504635,F,HE Qualification,0-35,0,60,Pass,80.0,126,0
505413,F,A Level or Equivalent,35-55,0,60,Pass,62.4,210,0
505595,F,Lower Than A Level,0-35,2,60,Withdrawn,46.166666666666664,454,1
506185,F,Lower Than A Level,0-35,0,60,Fail,81.5,739,1
506248,F,Lower Than A Level,0-35,0,60,Fail,68.75,337,1
506804,F,A Level or Equivalent,0-35,0,120,Pass,71.0,1048,0
506980,F,A Level or Equivalent,0-35,1,120,Fail,76.0,108,1
507016,F,A Level or Equivalent,0-35,0,90,Pass,80.81818181818181,398,0
507279,F,Lower Than A Level,0-35,0,60,Fail,56.5,119,1
507387,F,A Level or Equivalent,0-35,0,60,Fail,83.0,131,1
507676,F,No Formal quals,0-35,2,120,Fail,70.0,62,1
508028,F,A Level or Equivalent,35-55,0,60,Pass,87.6,1330,0
508047,F,Lower Than A Level,35-55,0,120,Withdrawn,71.0,96,1
508079,F,Lower Than A Level,0-35,0,60,Pass,74.625,832,0
508422,M,Lower Than A Level,35-55,1,60,Fail,70.0,38,1
508517,F,No Formal quals,0-35,2,60,Fail,74.0,46,1
508759,F,A Level or Equivalent,0-35,0,120,Withdrawn,93.875,2569,1
509036,F,A Level or Equivalent,0-35,0,120,Fail,76.4,263,1
509236,F,A Level or Equivalent,0-35,0,180,Fail,69.55555555555556,269,1
509258,F,Lower Than A Level,0-35,0,60,Fail,91.5,259,1
509390,F,A Level or Equivalent,0-35,1,120,Fail,89.2,43,1
509845,F,A Level or Equivalent,0-35,0,60,Withdrawn,59.8,908,1
509913,F,Lower Than A Level,35-55,0,60,Fail,77.0909090909091,568,1
510149,F,Lower Than A Level,35-55,0,180,Fail,83.54545454545455,3041,1
510776,F,Lower Than A Level,0-35,1,60,Fail,83.0,274,1
510868,F,A Level or Equivalent,35-55,0,90,Withdrawn,45.75,6,1
511678,F,A Level or Equivalent,0-35,0,120,Pass,74.54545454545455,12555,0
512417,F,A Level or Equivalent,0-35,1,60,Pass,85.5,1593,0
512581,F,Lower Than A Level,0-35,1,60,Fail,85.28571428571429,2890,1
512775,F,HE Qualification,35-55,0,90,Pass,69.0,266,0
512839,M,Lower Than A Level,0-35,0,150,Fail,89.5,140,1
512883,F,Lower Than A Level,0-35,2,60,Withdrawn,55.5,255,1
512940,F,Lower Than A Level,0-35,0,60,Pass,79.72727272727273,395,0
512977,M,A Level or Equivalent,0-35,0,60,Pass,85.81818181818181,189,0
513076,F,Lower Than A Level,0-35,0,120,Fail,54.8,216,1
513836,F,HE Qualification,35-55,0,60,Withdrawn,76.0,469,1
514043,F,A Level or Equivalent,35-55,1,60,Pass,75.54545454545455,146,0
514074,F,A Level or Equivalent,35-55,0,60,Withdrawn,70.25,474,1
514302,F,Lower Than A Level,35-55,0,60,Pass,75.18181818181819,673,0
514445,F,A Level or Equivalent,0-35,0,120,Pass,68.125,377,0
514776,F,Lower Than A Level,0-35,2,60,Fail,77.45454545454545,890,1
514864,F,Lower Than A Level,0-35,0,60,Pass,78.9090909090909,1790,0
515203,F,Lower Than A Level,0-35,0,180,Fail,59.25,81,1
515646,F,Lower Than A Level,0-35,0,60,Pass,83.0,1919,0
515676,F,Lower Than A Level,0-35,0,60,Pass,69.0,289,0
516364,F,Lower Than A Level,35-55,0,60,Withdrawn,87.0909090909091,345,1
516926,M,Lower Than A Level,0-35,0,60,Fail,70.28571428571429,130,1
517000,F,A Level or Equivalent,35-55,2,60,Distinction,91.63636363636364,4243,0
517231,F,A Level or Equivalent,35-55,0,60,Pass,89.1,4964,0
517352,F,Lower Than A Level,0-35,0,60,Pass,89.81818181818181,720,0
517553,F,Lower Than A Level,0-35,1,60,Withdrawn,92.8,103,1
518126,F,A Level or Equivalent,0-35,1,120,Pass,66.22222222222223,228,0
518223,M,Lower Than A Level,0-35,1,60,Pass,63.54545454545455,528,0
518258,F,Lower Than A Level,0-35,0,60,Distinction,75.45454545454545,4280,0
518496,F,Lower Than A Level,35-55,0,60,Pass,90.0,547,0
519294,F,Lower Than A Level,0-35,0,60,Pass,77.3,428,0
519584,F,Lower Than A Level,0-35,0,60,Pass,77.9090909090909,1118,0
519622,F,A Level or Equivalent,0-35,1,180,Fail,87.875,104,1
520002,F,Lower Than A Level,0-35,0,120,Pass,89.0909090909091,4620,0
520006,F,A Level or Equivalent,35-55,0,60,Distinction,92.27272727272727,213,0
520024,F,A Level or Equivalent,0-35,0,60,Withdrawn,59.30769230769231,323,1
520100,F,Lower Than A Level,0-35,0,60,Fail,67.0,16,1
520286,F,Lower Than A Level,35-55,0,60,Distinction,86.18181818181819,766,0
520325,F,Lower Than A Level,0-35,0,60,Fail,76.9090909090909,300,1
521341,F,HE Qualification,35-55,0,120,Pass,82.0,2277,0
521509,F,Lower Than A Level,0-35,0,120,Pass,70.83333333333333,176,0
521590,F,Lower Than A Level,0-35,0,60,Pass,90.81818181818181,2691,0
521957,F,Lower Than A Level,0-35,2,120,Withdrawn,60.76923076923077,267,1
522426,F,HE Qualification,35-55,0,60,Pass,80.0,1515,0
522434,M,Lower Than A Level,35-55,0,60,Pass,76.0909090909091,1162,0
522441,M,A Level or Equivalent,35-55,0,60,Pass,85.36363636363636,294,0
522443,F,A Level or Equivalent,35-55,0,120,Fail,84.0,375,1
522446,F,A Level or Equivalent,35-55,0,60,Pass,79.0909090909091,7505,0
522529,F,A Level or Equivalent,35-55,0,60,Pass,84.54545454545455,1274,0
522622,F,Lower Than A Level,0-35,1,120,Pass,60.5,21,0
522650,F,Lower Than A Level,0-35,0,60,Withdrawn,80.0,42,1
522714,F,A Level or Equivalent,0-35,0,60,Pass,90.18181818181819,1573,0
522792,F,Lower Than A Level,0-35,0,60,Pass,83.55555555555556,2915,0
522889,F,Lower Than A Level,0-35,0,60,Fail,85.0,629,1
522891,F,Lower Than A Level,35-55,0,60,Pass,86.54545454545455,770,0
522894,F,HE Qualification,35-55,0,120,Pass,89.45454545454545,1707,0
522899,F,HE Qualification,35-55,0,120,Fail,88.72727272727273,1561,1
523466,F,A Level or Equivalent,0-35,0,180,Pass,79.54545454545455,656,0
523545,F,HE Qualification,0-35,0,60,Pass,82.27272727272727,440,0
523655,F,Lower Than A Level,0-35,0,60,Pass,70.75,258,0
523757,F,Lower Than A Level,35-55,1,60,Fail,38.5,54,1
523857,F,HE Qualification,0-35,0,120,Pass,74.83333333333333,2588,0
523875,F,A Level or Equivalent,35-55,0,60,Distinction,86.81818181818181,5258,0
523928,F,A Level or Equivalent,35-55,0,60,Pass,74.18181818181819,2190,0
524076,F,A Level or Equivalent,0-35,0,60,Fail,60.0,22,1
524790,F,A Level or Equivalent,35-55,0,60,Distinction,95.0,6539,0
525877,F,Lower Than A Level,0-35,2,60,Withdrawn,54.333333333333336,274,1
525885,F,HE Qualification,0-35,1,60,Fail,83.66666666666667,505,1
525974,F,Lower Than A Level,0-35,0,60,Distinction,89.72727272727273,2596,0
526088,F,Lower Than A Level,0-35,0,60,Fail,74.28571428571429,102,1
526177,F,Lower Than A Level,0-35,0,75,Pass,87.22222222222223,168,0
526506,F,A Level or Equivalent,0-35,2,60,Withdrawn,80.66666666666667,408,1
526810,F,A Level or Equivalent,0-35,0,60,Withdrawn,88.85714285714286,801,1
527393,F,Lower Than A Level,0-35,0,60,Pass,72.0,815,0
527580,F,Lower Than A Level,0-35,0,60,Pass,84.81818181818181,1014,0
527636,F,A Level or Equivalent,0-35,1,120,Fail,73.14285714285714,441,1
527799,M,A Level or Equivalent,35-55,1,60,Fail,46.90909090909091,1071,1
528056,F,A Level or Equivalent,0-35,1,60,Fail,75.0,43,1
528464,F,A Level or Equivalent,0-35,2,60,Pass,65.81818181818181,251,0
529597,F,Lower Than A Level,0-35,0,120,Fail,38.5,109,1
529795,F,HE Qualification,0-35,0,60,Fail,72.66666666666667,115,1
530021,F,A Level or Equivalent,0-35,0,60,Fail,61.666666666666664,598,1
530112,F,Lower Than A Level,0-35,1,60,Fail,80.0909090909091,3,1
530487,F,HE Qualification,0-35,0,60,Pass,90.0,1621,0
530514,F,Lower Than A Level,0-35,0,60,Pass,82.77777777777777,218,0
530753,F,Lower Than A Level,0-35,0,60,Fail,75.0,240,1
530841,F,A Level or Equivalent,0-35,0,60,Pass,81.54545454545455,1731,0
531384,F,Lower Than A Level,0-35,0,60,Pass,68.0,4370,0
531643,F,A Level or Equivalent,35-55,0,60,Distinction,92.1,3134,0
532114,F,A Level or Equivalent,35-55,0,60,Withdrawn,60.2,80,1
532335,F,Lower Than A Level,0-35,0,60,Pass,83.27272727272727,1993,0
532477,F,A Level or Equivalent,35-55,0,60,Pass,84.2,4728,0
532615,F,Lower Than A Level,35-55,0,120,Distinction,84.72727272727273,601,0
532739,F,HE Qualification,0-35,0,60,Pass,69.0,221,0
532750,F,A Level or Equivalent,0-35,0,60,Distinction,85.45454545454545,379,0
532868,F,Lower Than A Level,0-35,0,60,Fail,83.0,2775,1
532869,F,Lower Than A Level,0-35,0,60,Pass,87.81818181818181,714,0
533091,M,Lower Than A Level,35-55,0,60,Distinction,85.0,146,0
533164,F,Lower Than A Level,0-35,1,60,Withdrawn,76.0,93,1
533301,F,A Level or Equivalent,0-35,0,60,Pass,84.63636363636364,165,0
534133,F,Lower Than A Level,0-35,0,60,Pass,72.0909090909091,2003,0
534323,F,A Level or Equivalent,35-55,0,60,Pass,75.1,500,0
534816,F,Lower Than A Level,0-35,1,60,Fail,74.81818181818181,198,1
534946,F,A Level or Equivalent,0-35,0,60,Pass,70.18181818181819,265,0
535269,F,A Level or Equivalent,0-35,1,60,Fail,73.0,470,1
535379,F,A Level or Equivalent,0-35,0,60,Pass,73.33333333333333,377,0
535833,F,Lower Than A Level,0-35,0,60,Pass,77.36363636363636,274,0
536318,F,A Level or Equivalent,35-55,0,120,Pass,79.27272727272727,628,0
536632,F,HE Qualification,0-35,0,60,Pass,79.0,158,0
536649,F,Lower Than A Level,35-55,0,60,Fail,86.36363636363636,434,1
536660,F,Lower Than A Level,0-35,0,60,Pass,63.8,334,0
536663,M,A Level or Equivalent,35-55,0,60,Withdrawn,64.0,89,1
536666,F,Lower Than A Level,0-35,0,60,Pass,73.9,206,0
536852,F,Lower Than A Level,0-35,0,60,Fail,66.1,445,1
536992,F,A Level or Equivalent,0-35,0,60,Pass,78.5,324,0
537271,F,A Level or Equivalent,0-35,0,120,Fail,84.66666666666667,27,1
538210,F,Lower Than A Level,0-35,0,60,Pass,84.0,323,0
539670,M,A Level or Equivalent,35-55,0,120,Fail,44.5,20,1
540005,F,A Level or Equivalent,0-35,1,60,Pass,89.33333333333333,5,0
540249,M,A Level or Equivalent,35-55,0,120,Fail,54.44444444444444,836,1
540293,F,Lower Than A Level,35-55,0,60,Pass,79.54545454545455,457,0
540521,F,A Level or Equivalent,0-35,0,75,Pass,75.0,303,0
540602,F,Lower Than A Level,0-35,0,60,Pass,93.0,406,0
540682,F,Lower Than A Level,0-35,0,60,Pass,90.0,1997,0
541171,F,A Level or Equivalent,0-35,0,120,Withdrawn,62.666666666666664,857,1
541274,M,Lower Than A Level,35-55,1,60,Distinction,91.36363636363636,856,0
541586,F,A Level or Equivalent,35-55,0,60,Distinction,85.36363636363636,2555,0
541702,F,A Level or Equivalent,0-35,0,120,Distinction,79.0909090909091,523,0
542296,F,Lower Than A Level,35-55,1,60,Pass,66.63636363636364,1330,0
542562,F,A Level or Equivalent,0-35,1,270,Withdrawn,64.7,1418,1
542574,F,Lower Than A Level,0-35,0,60,Distinction,93.81818181818181,475,0
542707,F,A Level or Equivalent,0-35,0,60,Fail,81.63636363636364,666,1
543021,M,Lower Than A Level,35-55,0,60,Withdrawn,83.0,172,1
543279,F,A Level or Equivalent,0-35,0,60,Fail,56.8,191,1
543418,F,Lower Than A Level,0-35,0,60,Withdrawn,65.83333333333333,52,1
543428,F,Lower Than A Level,35-55,1,60,Pass,76.81818181818181,2295,0
544122,F,A Level or Equivalent,0-35,0,60,Distinction,87.18181818181819,567,0
544627,F,Lower Than A Level,0-35,1,60,Fail,64.28571428571429,460,1
545200,F,A Level or Equivalent,35-55,0,60,Pass,82.0909090909091,226,0
545297,F,Lower Than A Level,0-35,0,60,Fail,75.0,32,1
545298,F,Lower Than A Level,0-35,0,60,Pass,74.55555555555556,168,0
545443,F,A Level or Equivalent,0-35,0,60,Pass,75.81818181818181,302,0
545462,F,A Level or Equivalent,35-55,0,60,Pass,81.81818181818181,5375,0
546196,F,A Level or Equivalent,0-35,0,120,Pass,79.54545454545455,556,0
546941,F,A Level or Equivalent,0-35,1,60,Distinction,81.63636363636364,790,0
547311,F,Lower Than A Level,35-55,0,60,Fail,62.72727272727273,756,1
547718,F,Lower Than A Level,0-35,0,60,Withdrawn,80.875,545,1
547755,F,Lower Than A Level,35-55,1,120,Withdrawn,55.0,1120,1
548197,F,Lower Than A Level,0-35,0,60,Pass,72.54545454545455,636,0
548899,F,A Level or Equivalent,0-35,0,60,Pass,78.63636363636364,386,0
549129,F,HE Qualification,0-35,1,60,Pass,84.36363636363636,322,0
549226,F,A Level or Equivalent,0-35,0,60,Fail,79.0,274,1
549445,F,Lower Than A Level,35-55,0,75,Pass,72.45454545454545,889,0
549586,F,Lower Than A Level,35-55,0,60,Pass,73.9090909090909,272,0
549745,F,A Level or Equivalent,0-35,0,120,Withdrawn,86.5,290,1
549873,F,A Level or Equivalent,0-35,1,60,Fail,62.0,420,1
549918,F,A Level or Equivalent,0-35,0,60,Fail,77.27272727272727,7195,1
550412,F,Lower Than A Level,0-35,0,60,Pass,85.0909090909091,198,0
550559,F,A Level or Equivalent,0-35,0,60,Withdrawn,79.0,118,1
550880,F,A Level or Equivalent,0-35,1,60,Distinction,93.3,495,0
550941,F,Lower Than A Level,0-35,1,120,Pass,72.6,1630,0
551031,F,Lower Than A Level,35-55,0,60,Fail,88.63636363636364,859,1
551205,F,Lower Than A Level,0-35,1,60,Pass,66.81818181818181,120,0
551219,F,A Level or Equivalent,0-35,0,90,Pass,81.0,791,0
551234,F,Lower Than A Level,35-55,0,60,Pass,81.0,8226,0
551347,M,Lower Than A Level,0-35,1,60,Pass,87.5,563,0
551515,F,Lower Than A Level,0-35,0,180,Withdrawn,78.54545454545455,1088,1
551802,F,A Level or Equivalent,0-35,0,60,Fail,79.63636363636364,487,1
551836,M,Lower Than A Level,0-35,0,60,Pass,78.27272727272727,471,0
552116,F,Lower Than A Level,0-35,0,60,Pass,76.72727272727273,623,0
552177,F,A Level or Equivalent,0-35,0,60,Fail,70.0,29,1
552205,F,Lower Than A Level,0-35,1,60,Pass,71.77777777777777,1046,0
552339,F,HE Qualification,0-35,0,60,Pass,80.36363636363636,2461,0
552399,F,A Level or Equivalent,0-35,0,60,Distinction,88.63636363636364,969,0
552515,F,A Level or Equivalent,35-55,0,120,Pass,87.27272727272727,93,0
552622,F,Lower Than A Level,35-55,1,60,Pass,80.54545454545455,2518,0
552883,F,HE Qualification,0-35,0,120,Fail,58.0,54,1
553078,F,A Level or Equivalent,0-35,0,60,Pass,81.5,275,0
553825,F,Lower Than A Level,0-35,0,120,Pass,72.5,106,0
553856,M,HE Qualification,0-35,0,60,Pass,84.54545454545455,1113,0
553893,F,Lower Than A Level,0-35,0,180,Fail,56.0,25,1
554243,F,Lower Than A Level,0-35,0,60,Fail,81.77777777777777,621,1
554297,F,Lower Than A Level,0-35,0,120,Fail,41.0,201,1
554314,F,HE Qualification,35-55,0,120,Fail,86.85714285714286,603,1
554540,M,A Level or Equivalent,0-35,0,120,Pass,85.18181818181819,834,0
555061,F,Lower Than A Level,0-35,0,90,Fail,68.0,60,1
555346,F,Lower Than A Level,0-35,0,60,Pass,93.36363636363636,798,0
555614,F,Lower Than A Level,35-55,1,60,Distinction,89.0,2329,0
555721,F,A Level or Equivalent,35-55,0,60,Pass,87.0909090909091,1468,0
556062,F,A Level or Equivalent,0-35,0,60,Fail,45.5,61,1
556089,F,Lower Than A Level,0-35,0,60,Distinction,88.2,375,0
556175,M,Lower Than A Level,35-55,1,60,Pass,67.81818181818181,225,0
556228,M,A Level or Equivalent,35-55,0,60,Pass,84.63636363636364,1181,0
556427,F,A Level or Equivalent,0-35,0,60,Withdrawn,95.16666666666667,141,1
556592,F,A Level or Equivalent,0-35,0,60,Pass,86.9090909090909,377,0
556637,F,Lower Than A Level,0-35,0,60,Withdrawn,80.0,203,1
556972,F,Lower Than A Level,0-35,0,60,Pass,82.0,651,0
557652,F,Lower Than A Level,0-35,0,120,Fail,69.36363636363636,836,1
558035,F,A Level or Equivalent,0-35,0,120,Withdrawn,81.8,434,1
558333,F,Lower Than A Level,0-35,0,60,Pass,85.55555555555556,106,0
558533,F,A Level or Equivalent,0-35,0,60,Pass,80.81818181818181,484,0
558661,F,Lower Than A Level,0-35,0,60,Fail,65.5,242,1
558755,F,A Level or Equivalent,35-55,0,60,Fail,59.0,100,1
558962,F,Lower Than A Level,0-35,0,60,Pass,76.36363636363636,562,0
558983,F,A Level or Equivalent,0-35,0,60,Fail,78.8,1161,1
559139,F,A Level or Equivalent,35-55,0,60,Withdrawn,81.0,138,1
559168,M,HE Qualification,35-55,0,60,Pass,80.7,247,0
559344,M,A Level or Equivalent,0-35,0,120,Withdrawn,58.2,501,1
559382,F,A Level or Equivalent,0-35,0,180,Pass,78.63636363636364,783,0
559414,F,HE Qualification,35-55,0,60,Pass,81.72727272727273,628,0
559584,F,A Level or Equivalent,35-55,0,60,Pass,79.1,219,0
559685,F,HE Qualification,35-55,0,60,Fail,81.28571428571429,543,1
559851,F,A Level or Equivalent,0-35,0,60,Pass,78.27272727272727,352,0
560030,F,Lower Than A Level,0-35,1,120,Fail,54.0,259,1
560074,F,A Level or Equivalent,0-35,0,60,Pass,84.81818181818181,748,0
560430,F,Lower Than A Level,35-55,0,60,Fail,80.66666666666667,211,1
560567,F,Lower Than A Level,0-35,0,120,Pass,66.72727272727273,298,0
560676,F,Lower Than A Level,35-55,0,60,Fail,45.0,260,1
560773,F,A Level or Equivalent,0-35,0,120,Pass,91.1,1307,0
560920,F,A Level or Equivalent,35-55,0,120,Withdrawn,75.0,378,1
561312,F,A Level or Equivalent,0-35,0,60,Distinction,88.0,1115,0
561457,F,Lower Than A Level,0-35,0,150,Pass,75.9090909090909,1062,0
561534,F,HE Qualification,35-55,0,60,Pass,87.3,2406,0
561549,F,HE Qualification,35-55,0,60,Fail,78.33333333333333,392,1
561591,F,A Level or Equivalent,0-35,0,60,Pass,83.9090909090909,328,0
561640,F,A Level or Equivalent,0-35,0,60,Distinction,87.54545454545455,617,0
561841,F,Lower Than A Level,0-35,0,60,Pass,79.45454545454545,1711,0
562090,F,Lower Than A Level,35-55,0,60,Pass,73.0909090909091,730,0
562270,M,A Level or Equivalent,35-55,0,120,Pass,82.72727272727273,2944,0
562456,F,Lower Than A Level,0-35,0,60,Fail,85.4,714,1
563174,F,Lower Than A Level,0-35,0,60,Fail,62.5,33,1
563374,M,Lower Than A Level,0-35,0,60,Fail,69.14285714285714,920,1
563706,F,A Level or Equivalent,35-55,0,60,Pass,76.72727272727273,1185,0
563733,F,A Level or Equivalent,35-55,0,60,Pass,64.45454545454545,343,0
563735,F,A Level or Equivalent,0-35,0,60,Pass,81.18181818181819,558,0
563769,F,A Level or Equivalent,0-35,0,60,Fail,49.54545454545455,217,1
563794,F,Lower Than A Level,0-35,0,60,Pass,89.27272727272727,456,0
564105,F,A Level or Equivalent,0-35,0,60,Pass,87.27272727272727,2592,0
564129,M,Lower Than A Level,35-55,0,60,Pass,80.6,157,0
564144,F,Lower Than A Level,0-35,0,60,Pass,79.4,242,0
564245,F,Post Graduate Qualification,0-35,0,60,Pass,80.11111111111111,645,0
564268,F,A Level or Equivalent,0-35,0,90,Pass,75.27272727272727,665,0
564596,F,A Level or Equivalent,35-55,0,90,Withdrawn,68.11111111111111,274,1
564626,M,A Level or Equivalent,0-35,0,60,Fail,70.66666666666667,299,1
564792,M,A Level or Equivalent,0-35,0,60,Fail,83.44444444444444,615,1
564898,F,A Level or Equivalent,0-35,0,75,Distinction,85.4,465,0
564958,F,A Level or Equivalent,0-35,0,60,Pass,71.11111111111111,929,0
565393,F,A Level or Equivalent,0-35,0,60,Fail,65.4,395,1
565402,F,Lower Than A Level,0-35,0,180,Withdrawn,65.0,1,1
565513,F,A Level or Equivalent,0-35,0,120,Distinction,93.27272727272727,1457,0
565582,F,Lower Than A Level,0-35,0,60,Pass,74.81818181818181,251,0
565607,F,HE Qualification,0-35,0,120,Pass,69.72727272727273,638,0
565715,F,A Level or Equivalent,0-35,0,60,Pass,92.36363636363636,1200,0
565888,F,A Level or Equivalent,0-35,0,60,Pass,85.54545454545455,739,0
565919,F,Lower Than A Level,0-35,0,60,Pass,79.5,1404,0
566133,F,A Level or Equivalent,0-35,0,60,Distinction,84.0,432,0
566339,F,A Level or Equivalent,0-35,0,60,Pass,55.111111111111114,155,0
566346,F,HE Qualification,35-55,0,60,Distinction,89.27272727272727,4577,0
566358,F,A Level or Equivalent,0-35,0,120,Fail,76.55555555555556,335,1
566369,F,A Level or Equivalent,35-55,0,60,Pass,80.0,925,0
566392,F,Lower Than A Level,35-55,0,150,Fail,84.72727272727273,1055,1
566407,M,A Level or Equivalent,0-35,0,60,Pass,84.33333333333333,380,0
566415,F,Lower Than A Level,0-35,0,60,Pass,61.142857142857146,273,0
566720,F,Lower Than A Level,35-55,0,60,Pass,84.3,1092,0
566813,F,A Level or Equivalent,0-35,0,60,Pass,81.5,358,0
566814,F,A Level or Equivalent,0-35,0,60,Pass,93.54545454545455,570,0
567013,M,Lower Than A Level,35-55,0,60,Fail,56.8,44,1
567033,F,A Level or Equivalent,0-35,0,120,Distinction,82.72727272727273,733,0
567059,F,Lower Than A Level,0-35,0,120,Withdrawn,72.44444444444444,97,1
567160,F,A Level or Equivalent,0-35,0,60,Fail,76.375,106,1
567262,M,HE Qualification,0-35,0,60,Pass,70.0,247,0
567363,F,HE Qualification,0-35,0,90,Pass,87.72727272727273,334,0
567402,F,A Level or Equivalent,35-55,0,60,Pass,69.45454545454545,414,0
567429,F,Lower Than A Level,0-35,0,60,Pass,88.11111111111111,313,0
567500,F,A Level or Equivalent,0-35,0,60,Distinction,79.0,776,0
567627,F,Lower Than A Level,0-35,0,120,Pass,78.0,362,0
567754,F,A Level or Equivalent,0-35,0,120,Pass,94.72727272727273,1623,0
567915,F,A Level or Equivalent,35-55,0,60,Fail,52.111111111111114,263,1
567929,F,A Level or Equivalent,35-55,0,60,Fail,73.77777777777777,819,1
567958,M,Lower Than A Level,35-55,0,60,Pass,89.0,191,0
567979,F,A Level or Equivalent,0-35,0,60,Pass,80.2,116,0
568074,F,A Level or Equivalent,0-35,0,120,Pass,82.33333333333333,647,0
568370,F,A Level or Equivalent,35-55,0,120,Withdrawn,83.6923076923077,2590,1
568474,F,A Level or Equivalent,35-55,0,120,Pass,63.7,366,0
568502,F,HE Qualification,0-35,0,120,Pass,60.81818181818182,266,0
568533,F,Lower Than A Level,0-35,0,90,Distinction,79.18181818181819,192,0
568609,M,HE Qualification,55<=,0,60,Withdrawn,84.6,87,1
568775,F,Lower Than A Level,0-35,0,60,Withdrawn,70.8,389,1
569035,F,A Level or Equivalent,35-55,0,60,Pass,87.0,1104,0
569141,F,Lower Than A Level,0-35,0,60,Pass,78.6,268,0
569334,F,A Level or Equivalent,0-35,0,120,Fail,65.33333333333333,85,1
569854,F,A Level or Equivalent,0-35,0,60,Pass,79.18181818181819,425,0
569862,M,HE Qualification,0-35,0,60,Pass,87.45454545454545,442,0
569930,F,A Level or Equivalent,0-35,0,90,Pass,84.72727272727273,1076,0
570137,F,Lower Than A Level,35-55,0,60,Pass,90.18181818181819,1329,0
570157,F,A Level or Equivalent,35-55,0,60,Pass,88.9090909090909,1387,0
570168,F,No Formal quals,0-35,0,90,Pass,67.36363636363636,10433,0
570271,F,A Level or Equivalent,0-35,0,120,Pass,86.0909090909091,2855,0
570287,F,Lower Than A Level,0-35,0,75,Pass,65.3,469,0
570351,M,A Level or Equivalent,0-35,0,60,Pass,84.5,339,0
570519,F,A Level or Equivalent,0-35,0,60,Fail,38.0,33,1
570623,F,A Level or Equivalent,35-55,0,60,Pass,88.72727272727273,1675,0
570759,F,A Level or Equivalent,0-35,0,60,Pass,88.36363636363636,805,0
570783,F,Lower Than A Level,0-35,0,60,Pass,70.72727272727273,517,0
570864,F,Lower Than A Level,0-35,0,60,Pass,69.125,256,0
571083,F,A Level or Equivalent,0-35,0,60,Pass,69.54545454545455,525,0
571441,F,HE Qualification,35-55,0,60,Pass,84.0,300,0
571503,F,Lower Than A Level,0-35,0,60,Pass,80.27272727272727,732,0
571516,F,A Level or Equivalent,35-55,0,60,Pass,85.0909090909091,634,0
571540,F,Lower Than A Level,0-35,0,135,Withdrawn,88.8,401,1
571554,M,A Level or Equivalent,0-35,0,60,Pass,72.9090909090909,1205,0
571681,F,HE Qualification,0-35,0,60,Pass,83.9,1558,0
571693,F,Lower Than A Level,35-55,0,60,Fail,79.18181818181819,475,1
571779,F,A Level or Equivalent,35-55,0,60,Pass,76.0,1175,0
571871,F,A Level or Equivalent,0-35,0,120,Pass,71.81818181818181,903,0
571885,F,Lower Than A Level,0-35,0,60,Pass,82.375,681,0
571907,F,A Level or Equivalent,0-35,0,60,Pass,86.45454545454545,473,0
572051,F,A Level or Equivalent,35-55,0,60,Pass,83.27272727272727,317,0
572067,F,A Level or Equivalent,0-35,0,60,Pass,86.45454545454545,1140,0
572103,F,A Level or Equivalent,0-35,0,60,Pass,81.0909090909091,1388,0
572131,F,A Level or Equivalent,0-35,0,120,Fail,59.0,17,1
572163,F,Lower Than A Level,0-35,0,60,Withdrawn,72.0,343,1
572277,M,A Level or Equivalent,0-35,0,60,Fail,80.0,70,1
572302,M,Lower Than A Level,0-35,0,120,Withdrawn,75.0,307,1
572416,F,A Level or Equivalent,0-35,0,60,Pass,64.27272727272727,818,0
572436,F,A Level or Equivalent,0-35,0,180,Distinction,90.36363636363636,616,0
572447,F,A Level or Equivalent,0-35,0,60,Pass,84.85714285714286,74,0
572495,F,A Level or Equivalent,0-35,0,120,Withdrawn,80.75,427,1
572504,F,A Level or Equivalent,0-35,0,60,Pass,83.45454545454545,547,0
572508,F,Lower Than A Level,0-35,0,60,Pass,81.63636363636364,900,0
572514,F,A Level or Equivalent,0-35,0,60,Fail,71.0,462,1
572733,F,A Level or Equivalent,0-35,0,120,Pass,82.0,525,0
572739,F,Lower Than A Level,0-35,0,120,Withdrawn,79.75,95,1
572752,F,HE Qualification,35-55,0,60,Pass,84.0,254,0
572765,F,Lower Than A Level,0-35,0,60,Pass,62.0,351,0
572898,F,A Level or Equivalent,0-35,0,120,Distinction,88.2,639,0
572918,F,A Level or Equivalent,0-35,0,120,Fail,68.5,240,1
572937,F,A Level or Equivalent,35-55,0,60,Fail,52.333333333333336,38,1
573043,F,A Level or Equivalent,0-35,0,60,Pass,80.0,932,0
573063,F,Lower Than A Level,0-35,0,60,Pass,78.9090909090909,690,0
573208,F,Lower Than A Level,0-35,0,60,Pass,66.8,152,0
573217,F,Lower Than A Level,0-35,0,120,Fail,79.0,290,1
573225,F,Lower Than A Level,0-35,0,60,Fail,66.36363636363636,243,1
573411,F,A Level or Equivalent,0-35,0,60,Pass,86.81818181818181,547,0
573433,F,HE Qualification,35-55,0,60,Pass,72.0,2280,0
573441,F,Lower Than A Level,0-35,0,60,Withdrawn,70.33333333333333,276,1
573453,F,Lower Than A Level,0-35,0,60,Pass,71.3,1186,0
573487,F,Lower Than A Level,0-35,0,90,Fail,55.0,32,1
573519,F,A Level or Equivalent,0-35,0,60,Distinction,90.45454545454545,382,0
