user_id,subject,topic,difficulty_level,total_questions,correct_answers,wrong_answers,topic_accuracy,attempt_count,study_duration_minutes,pre_test_score,post_test_score,improvement_score,mastery_level,needs_remedial,recommended_action,remediation_material_id,interaction_date
U00509,Business,Business Communication,easy,5,5,0,100.0,2,55,100,100,0,mastered,0,continue,M0089,2026-03-07
U00510,Science,Force and Motion,hard,10,4,6,40.0,1,60,34.86,63.98,29.12,weak,1,remedial,M0050,2026-02-01
U00511,Digital Literacy,Basic Troubleshooting,medium,5,3,2,60.0,4,62,53.38,57.14,3.76,partial,0,review,M0073,2026-03-29
U00512,Programming,Data Structures,hard,10,1,9,10.0,3,42,16.94,46.46,29.52,weak,1,remedial,M0030,2026-04-28
U00513,Science,Energy,medium,10,10,0,100.0,2,33,100,100,0,mastered,0,continue,M0052,2026-03-23
U00514,Programming,Loops,medium,20,19,1,95.0,1,34,91.23,92.9,1.67,mastered,0,continue,M0022,2026-02-16
U00515,Digital Literacy,Data Privacy,medium,5,0,5,0.0,1,31,6.33,35.14,28.81,weak,1,remedial,M0064,2026-03-21
U00516,Science,Cells,medium,15,9,6,60.0,2,42,63.66,68.18,4.52,partial,0,review,M0048,2026-05-11
U00517,Programming,Functions,easy,15,13,2,86.67,2,36,87.9,91.97,4.07,mastered,0,continue,M0027,2026-01-31
U00518,Business,Financial Literacy,easy,5,4,1,80.0,1,15,77.46,79.7,2.24,mastered,0,continue,M0079,2026-02-01
U00519,English,Reading Comprehension,hard,20,13,7,65.0,3,42,58.04,66.49,8.45,partial,0,review,M0038,2026-02-27
U00520,Science,Force and Motion,medium,15,13,2,86.67,1,41,79.68,84.47,4.79,mastered,0,continue,M0049,2026-03-03
U00521,English,Reading Comprehension,hard,10,10,0,100.0,2,42,100,100,0,mastered,0,continue,M0038,2026-01-25
U00522,Science,Ecosystem,medium,10,7,3,70.0,5,52,63.16,74.33,11.17,partial,0,review,M0057,2026-04-23
U00523,Business,Financial Literacy,easy,10,6,4,60.0,3,49,59.62,65.94,6.32,partial,0,review,M0079,2026-01-02
U00524,Science,Force and Motion,medium,15,5,10,33.33,1,36,30.05,41.58,11.53,weak,1,remedial,M0050,2026-02-27
U00525,Digital Literacy,Data Privacy,easy,10,7,3,70.0,1,40,68.95,80.35,11.4,partial,0,review,M0064,2026-03-10
U00526,Business,Business Communication,medium,15,11,4,73.33,3,55,80.52,84.88,4.36,partial,0,review,M0089,2026-04-12
U00527,Business,Business Communication,medium,10,1,9,10.0,3,62,15.41,28.9,13.49,weak,1,remedial,M0088,2026-01-23
U00528,Digital Literacy,Data Privacy,medium,5,4,1,80.0,1,42,82.64,82.76,0.12,mastered,0,continue,M0066,2026-01-08
U00529,Mathematics,Geometry,easy,5,0,5,0.0,1,22,0.06,17.31,17.25,weak,1,remedial,M0008,2026-03-08
U00530,Programming,Variables,medium,10,8,2,80.0,1,23,82.59,87.02,4.43,mastered,0,continue,M0017,2026-03-30
U00531,Business,Customer Service,easy,15,9,6,60.0,2,24,52.27,62.76,10.49,partial,0,review,M0084,2026-05-15
U00532,Programming,Conditional Logic,easy,15,14,1,93.33,2,25,87.59,89.59,2.0,mastered,0,continue,M0021,2026-03-17
U00533,Business,Financial Literacy,medium,15,11,4,73.33,4,66,69.0,80.11,11.11,partial,0,review,M0080,2026-05-20
U00534,Business,Financial Literacy,easy,5,4,1,80.0,1,33,73.74,74.95,1.21,mastered,0,continue,M0081,2026-05-09
U00535,Digital Literacy,Data Privacy,hard,15,6,9,40.0,1,49,33.51,58.51,25.0,weak,1,remedial,M0066,2026-04-30
U00536,Business,Marketing Basics,medium,10,4,6,40.0,5,66,47.86,60.24,12.38,weak,1,remedial,M0078,2026-04-15
U00537,Digital Literacy,Basic Troubleshooting,hard,5,1,4,20.0,1,39,23.67,54.25,30.58,weak,1,remedial,M0075,2026-01-31
U00538,Business,Entrepreneurship,hard,10,4,6,40.0,1,38,34.23,69.15,34.92,weak,1,remedial,M0085,2026-02-13
U00539,Business,Financial Literacy,hard,10,0,10,0.0,1,36,0,29.77,29.77,weak,1,remedial,M0079,2026-05-13
U00540,Business,Marketing Basics,easy,10,8,2,80.0,1,31,78.88,81.63,2.75,mastered,0,continue,M0077,2026-05-27
U00541,Mathematics,Statistics,medium,20,11,9,55.0,3,19,56.29,67.91,11.62,weak,1,remedial,M0011,2026-03-15
U00542,Digital Literacy,Data Privacy,hard,20,0,20,0.0,1,45,0,22.51,22.51,weak,1,remedial,M0065,2026-05-26
U00543,Digital Literacy,Data Privacy,hard,10,2,8,20.0,4,61,15.45,39.49,24.04,weak,1,remedial,M0066,2026-02-28
U00544,Digital Literacy,Basic Troubleshooting,easy,15,10,5,66.67,3,38,67.38,72.14,4.76,partial,0,review,M0075,2026-03-10
U00545,Mathematics,Linear Equations,medium,20,6,14,30.0,3,65,30.22,55.23,25.01,weak,1,remedial,M0014,2026-01-17
U00546,Mathematics,Fractions,hard,20,6,14,30.0,1,47,32.2,48.95,16.75,weak,1,remedial,M0002,2026-04-23
U00547,Science,Matter,easy,10,3,7,30.0,1,39,31.63,60.86,29.23,weak,1,remedial,M0059,2026-01-06
U00548,Science,Matter,medium,15,10,5,66.67,1,52,60.47,72.47,12.0,partial,0,review,M0058,2026-05-12
U00549,Business,Customer Service,easy,20,16,4,80.0,4,62,79.99,82.56,2.57,mastered,0,continue,M0082,2026-01-20
U00550,Mathematics,Algebra Basics,medium,20,6,14,30.0,1,29,32.89,67.75,34.86,weak,1,remedial,M0005,2026-05-03
U00551,Business,Marketing Basics,medium,20,5,15,25.0,1,30,23.37,44.79,21.42,weak,1,remedial,M0078,2026-01-11
U00552,Digital Literacy,Basic Troubleshooting,medium,15,4,11,26.67,1,35,28.36,59.51,31.15,weak,1,remedial,M0075,2026-05-12
U00553,Digital Literacy,Internet Safety,medium,15,11,4,73.33,2,42,72.71,83.04,10.33,partial,0,review,M0062,2026-04-09
U00554,Digital Literacy,Data Privacy,hard,20,8,12,40.0,1,32,42.77,56.97,14.2,weak,1,remedial,M0066,2026-02-15
U00555,Business,Customer Service,hard,15,4,11,26.67,4,61,19.94,46.95,27.01,weak,1,remedial,M0083,2026-02-17
U00556,Digital Literacy,File Management,medium,20,8,12,40.0,2,50,42.88,73.5,30.62,weak,1,remedial,M0067,2026-01-02
U00557,Programming,Loops,medium,5,4,1,80.0,3,59,78.31,78.75,0.44,mastered,0,continue,M0023,2026-04-27
U00558,Mathematics,Geometry,hard,10,3,7,30.0,2,57,32.29,45.02,12.73,weak,1,remedial,M0007,2026-01-10
U00559,English,Grammar,medium,5,4,1,80.0,2,46,86.24,90.92,4.68,mastered,0,continue,M0036,2026-04-20
U00560,Science,Cells,hard,20,9,11,45.0,1,36,39.18,70.46,31.28,weak,1,remedial,M0046,2026-01-11
U00561,Programming,Loops,medium,10,9,1,90.0,1,37,86.54,87.96,1.42,mastered,0,continue,M0024,2026-05-15
U00562,Digital Literacy,Online Collaboration,medium,20,5,15,25.0,3,35,19.02,44.18,25.16,weak,1,remedial,M0072,2026-01-02
U00563,Business,Customer Service,medium,5,5,0,100.0,2,40,99.3,100,0.7,mastered,0,continue,M0083,2026-05-03
U00564,Science,Energy,easy,15,14,1,93.33,1,30,92.64,93.72,1.08,mastered,0,continue,M0053,2026-02-25
U00565,Digital Literacy,Basic Troubleshooting,hard,5,0,5,0.0,2,40,0,23.77,23.77,weak,1,remedial,M0073,2026-02-12
U00566,English,Reading Comprehension,medium,10,10,0,100.0,1,31,100,100,0,mastered,0,continue,M0038,2026-01-30
U00567,Programming,Functions,medium,20,1,19,5.0,1,40,0,29.02,29.02,weak,1,remedial,M0026,2026-04-30
U00568,Digital Literacy,Basic Troubleshooting,medium,20,7,13,35.0,1,41,30.36,58.56,28.2,weak,1,remedial,M0073,2026-01-06
U00569,Programming,Data Structures,easy,15,14,1,93.33,1,46,100,100,0,mastered,0,continue,M0030,2026-02-05
U00570,Mathematics,Fractions,medium,5,3,2,60.0,2,28,59.0,64.98,5.98,partial,0,review,M0003,2026-02-24
U00571,Mathematics,Geometry,medium,20,20,0,100.0,1,57,97.6,99.5,1.9,mastered,0,continue,M0007,2026-01-01
U00572,Programming,Data Structures,medium,10,5,5,50.0,1,12,43.2,71.77,28.57,weak,1,remedial,M0028,2026-01-07
U00573,Programming,Functions,hard,20,6,14,30.0,4,68,22.27,41.35,19.08,weak,1,remedial,M0026,2026-05-08
U00574,Digital Literacy,Online Collaboration,medium,15,10,5,66.67,3,51,70.46,78.41,7.95,partial,0,review,M0070,2026-01-26
U00575,Science,Ecosystem,easy,5,5,0,100.0,1,41,98.54,99.05,0.51,mastered,0,continue,M0055,2026-04-29
U00576,Business,Financial Literacy,easy,5,5,0,100.0,4,55,100,100,0,mastered,0,continue,M0081,2026-04-20
U00577,Digital Literacy,File Management,medium,10,7,3,70.0,2,72,68.45,76.56,8.11,partial,0,review,M0068,2026-03-26
U00578,Business,Business Communication,easy,5,4,1,80.0,3,48,84.12,88.41,4.29,mastered,0,continue,M0090,2026-03-11
U00579,Digital Literacy,Internet Safety,easy,5,3,2,60.0,3,31,55.58,59.36,3.78,partial,0,review,M0062,2026-04-23
U00580,Business,Marketing Basics,hard,20,19,1,95.0,1,44,100,100,0,mastered,0,continue,M0078,2026-02-05
U00581,Mathematics,Algebra Basics,medium,20,13,7,65.0,5,78,65.6,76.11,10.51,partial,0,review,M0005,2026-05-11
U00582,Mathematics,Fractions,hard,20,7,13,35.0,2,49,28.34,42.29,13.95,weak,1,remedial,M0002,2026-03-11
U00583,Programming,Data Structures,medium,10,9,1,90.0,1,26,85.97,88.41,2.44,mastered,0,continue,M0030,2026-05-22
U00584,Digital Literacy,Data Privacy,easy,20,17,3,85.0,1,31,91.93,94.83,2.9,mastered,0,continue,M0064,2026-04-15
U00585,English,Writing,medium,5,3,2,60.0,5,63,61.21,69.31,8.1,partial,0,review,M0045,2026-01-17
U00586,Mathematics,Geometry,easy,5,1,4,20.0,1,20,15.41,43.4,27.99,weak,1,remedial,M0007,2026-03-29
U00587,Programming,Conditional Logic,easy,15,9,6,60.0,2,35,66.9,70.68,3.78,partial,0,review,M0021,2026-02-02
U00588,Business,Customer Service,medium,5,3,2,60.0,5,41,64.6,77.68,13.08,partial,0,review,M0084,2026-02-17
U00589,Science,Ecosystem,hard,20,12,8,60.0,1,60,52.99,65.98,12.99,partial,0,review,M0057,2026-05-23
U00590,Science,Force and Motion,medium,10,10,0,100.0,1,46,96.69,98.57,1.88,mastered,0,continue,M0050,2026-03-12
U00591,Business,Business Communication,medium,20,20,0,100.0,1,25,92.87,94.85,1.98,mastered,0,continue,M0089,2026-03-30
U00592,Programming,Variables,easy,20,17,3,85.0,1,38,89.17,94.07,4.9,mastered,0,continue,M0016,2026-01-28
U00593,Science,Matter,medium,20,9,11,45.0,1,25,48.67,80.33,31.66,weak,1,remedial,M0060,2026-01-13
U00594,Science,Matter,medium,10,3,7,30.0,1,45,27.88,54.19,26.31,weak,1,remedial,M0059,2026-02-07
U00595,Programming,Variables,easy,10,3,7,30.0,1,20,29.83,40.6,10.77,weak,1,remedial,M0018,2026-05-18
U00596,Science,Force and Motion,hard,20,5,15,25.0,2,40,18.66,30.39,11.73,weak,1,remedial,M0050,2026-04-23
U00597,Science,Matter,easy,5,0,5,0.0,1,25,3.27,27.08,23.81,weak,1,remedial,M0058,2026-03-24
U00598,Programming,Data Structures,easy,20,8,12,40.0,5,50,43.37,57.75,14.38,weak,1,remedial,M0028,2026-02-22
U00599,Digital Literacy,Data Privacy,medium,10,6,4,60.0,1,40,53.87,59.09,5.22,partial,0,review,M0064,2026-01-01
U00600,Mathematics,Fractions,medium,20,9,11,45.0,3,53,49.26,73.02,23.76,weak,1,remedial,M0001,2026-02-19
U00601,English,Reading Comprehension,medium,15,15,0,100.0,2,41,92.21,95.45,3.24,mastered,0,continue,M0038,2026-03-18
U00602,Mathematics,Fractions,medium,10,10,0,100.0,1,41,100,100,0,mastered,0,continue,M0002,2026-02-10
U00603,Science,Matter,medium,5,2,3,40.0,1,56,38.86,57.94,19.08,weak,1,remedial,M0058,2026-05-26
U00604,Science,Ecosystem,easy,10,7,3,70.0,4,52,76.36,83.78,7.42,partial,0,review,M0055,2026-01-19
U00605,Science,Energy,easy,15,15,0,100.0,2,39,100,100,0,mastered,0,continue,M0053,2026-04-04
U00606,English,Grammar,easy,15,12,3,80.0,3,44,76.46,80.78,4.32,mastered,0,continue,M0034,2026-05-09
U00607,Programming,Data Structures,medium,15,7,8,46.67,5,48,52.84,65.57,12.73,weak,1,remedial,M0030,2026-01-23
U00608,English,Grammar,medium,5,3,2,60.0,1,26,52.24,66.72,14.48,partial,0,review,M0035,2026-01-23
U00609,Digital Literacy,Basic Troubleshooting,medium,15,9,6,60.0,1,34,55.41,67.66,12.25,partial,0,review,M0073,2026-01-10
U00610,English,Reading Comprehension,easy,15,7,8,46.67,3,54,45.83,70.54,24.71,weak,1,remedial,M0037,2026-03-06
U00611,English,Writing,medium,15,10,5,66.67,3,40,64.0,76.19,12.19,partial,0,review,M0043,2026-01-11
U00612,Science,Energy,medium,5,1,4,20.0,2,38,12.86,40.43,27.57,weak,1,remedial,M0052,2026-01-07
U00613,Science,Matter,medium,10,4,6,40.0,4,57,32.81,50.8,17.99,weak,1,remedial,M0059,2026-02-24
U00614,Business,Financial Literacy,hard,15,4,11,26.67,1,31,18.83,38.65,19.82,weak,1,remedial,M0081,2026-02-25
U00615,English,Vocabulary,easy,5,5,0,100.0,5,64,100,100,0,mastered,0,continue,M0033,2026-04-02
U00616,English,Grammar,hard,15,2,13,13.33,2,52,14.45,31.67,17.22,weak,1,remedial,M0036,2026-04-06
U00617,Programming,Variables,easy,20,13,7,65.0,1,31,72.35,82.02,9.67,partial,0,review,M0017,2026-05-11
U00618,English,Grammar,easy,5,3,2,60.0,3,57,67.94,77.62,9.68,partial,0,review,M0036,2026-04-26
U00619,English,Writing,hard,5,0,5,0.0,1,43,0,14.66,14.66,weak,1,remedial,M0044,2026-04-29
U00620,Science,Cells,medium,10,5,5,50.0,2,34,56.56,84.63,28.07,weak,1,remedial,M0048,2026-04-04
U00621,Digital Literacy,Internet Safety,medium,5,2,3,40.0,3,61,32.71,43.97,11.26,weak,1,remedial,M0062,2026-03-02
U00622,Science,Matter,medium,10,3,7,30.0,2,52,22.02,36.46,14.44,weak,1,remedial,M0058,2026-03-17
U00623,Digital Literacy,Data Privacy,medium,10,1,9,10.0,2,43,4.04,29.89,25.85,weak,1,remedial,M0064,2026-03-12
U00624,Business,Financial Literacy,easy,10,7,3,70.0,1,14,77.75,81.44,3.69,partial,0,review,M0081,2026-03-01
U00625,Science,Ecosystem,medium,20,16,4,80.0,3,52,79.79,82.3,2.51,mastered,0,continue,M0056,2026-04-14
U00626,Digital Literacy,File Management,hard,20,17,3,85.0,1,51,87.36,89.24,1.88,mastered,0,continue,M0068,2026-02-18
U00627,Programming,Conditional Logic,medium,20,8,12,40.0,3,62,42.92,59.51,16.59,weak,1,remedial,M0019,2026-05-24
U00628,English,Grammar,hard,15,10,5,66.67,2,59,70.31,84.3,13.99,partial,0,review,M0036,2026-03-10
U00629,Science,Energy,medium,20,11,9,55.0,4,77,51.9,64.09,12.19,weak,1,remedial,M0053,2026-02-17
U00630,Science,Matter,easy,15,6,9,40.0,1,22,37.07,54.79,17.72,weak,1,remedial,M0060,2026-01-15
U00631,Science,Matter,medium,20,7,13,35.0,2,43,34.96,61.03,26.07,weak,1,remedial,M0058,2026-01-07
U00632,Business,Business Communication,medium,15,13,2,86.67,4,54,84.55,87.8,3.25,mastered,0,continue,M0090,2026-01-12
U00633,Mathematics,Fractions,hard,20,10,10,50.0,3,53,53.62,85.02,31.4,weak,1,remedial,M0001,2026-03-30
U00634,Programming,Loops,hard,15,6,9,40.0,1,43,38.77,50.95,12.18,weak,1,remedial,M0023,2026-01-09
U00635,Science,Ecosystem,easy,5,1,4,20.0,1,36,18.34,37.2,18.86,weak,1,remedial,M0057,2026-02-26
U00636,Digital Literacy,Basic Troubleshooting,medium,10,7,3,70.0,5,63,77.71,92.5,14.79,partial,0,review,M0073,2026-02-11
U00637,Business,Business Communication,easy,5,3,2,60.0,1,36,67.89,73.42,5.53,partial,0,review,M0090,2026-01-13
U00638,Science,Force and Motion,hard,20,1,19,5.0,1,34,0,14.36,14.36,weak,1,remedial,M0051,2026-01-18
U00639,English,Vocabulary,medium,15,11,4,73.33,2,42,76.99,81.07,4.08,partial,0,review,M0032,2026-01-19
U00640,Programming,Data Structures,easy,20,18,2,90.0,1,27,92.1,94.96,2.86,mastered,0,continue,M0030,2026-03-21
U00641,Programming,Variables,medium,20,5,15,25.0,1,28,26.49,59.57,33.08,weak,1,remedial,M0016,2026-04-18
U00642,Programming,Functions,hard,20,6,14,30.0,1,54,25.3,42.79,17.49,weak,1,remedial,M0025,2026-03-22
U00643,Digital Literacy,File Management,hard,15,6,9,40.0,3,66,41.25,58.38,17.13,weak,1,remedial,M0069,2026-03-11
U00644,Science,Energy,easy,10,5,5,50.0,1,28,42.13,74.49,32.36,weak,1,remedial,M0054,2026-04-25
U00645,Programming,Variables,medium,5,5,0,100.0,3,62,92.6,92.65,0.05,mastered,0,continue,M0017,2026-03-13
U00646,Digital Literacy,Online Collaboration,hard,20,3,17,15.0,1,59,11.15,29.33,18.18,weak,1,remedial,M0071,2026-02-26
U00647,Mathematics,Fractions,easy,15,9,6,60.0,2,49,66.43,80.82,14.39,partial,0,review,M0002,2026-02-06
U00648,Digital Literacy,File Management,medium,5,3,2,60.0,3,53,52.94,58.68,5.74,partial,0,review,M0068,2026-01-13
U00649,Programming,Conditional Logic,hard,15,12,3,80.0,1,31,73.97,78.47,4.5,mastered,0,continue,M0020,2026-04-04
U00650,Mathematics,Statistics,hard,10,5,5,50.0,2,58,45.76,61.18,15.42,weak,1,remedial,M0012,2026-02-03
U00651,Mathematics,Algebra Basics,medium,20,4,16,20.0,3,39,25.32,58.71,33.39,weak,1,remedial,M0004,2026-03-09
U00652,Mathematics,Statistics,medium,10,9,1,90.0,1,46,86.08,88.62,2.54,mastered,0,continue,M0012,2026-02-07
U00653,Programming,Functions,easy,10,8,2,80.0,1,54,73.18,77.46,4.28,mastered,0,continue,M0026,2026-03-16
U00654,Business,Marketing Basics,medium,10,4,6,40.0,1,25,40.92,55.46,14.54,weak,1,remedial,M0076,2026-04-03
U00655,English,Grammar,easy,20,10,10,50.0,4,41,50.12,68.85,18.73,weak,1,remedial,M0036,2026-03-22
U00656,Programming,Functions,medium,10,8,2,80.0,4,50,77.59,78.01,0.42,mastered,0,continue,M0027,2026-02-04
U00657,Mathematics,Geometry,medium,10,10,0,100.0,1,23,100,100,0,mastered,0,continue,M0007,2026-01-11
U00658,Science,Ecosystem,easy,15,8,7,53.33,1,41,57.32,80.1,22.78,weak,1,remedial,M0055,2026-04-06
U00659,Digital Literacy,Data Privacy,hard,20,7,13,35.0,3,66,29.07,46.47,17.4,weak,1,remedial,M0064,2026-01-29
U00660,Digital Literacy,Data Privacy,medium,20,9,11,45.0,1,46,43.91,64.16,20.25,weak,1,remedial,M0066,2026-02-13
U00661,Business,Marketing Basics,easy,15,10,5,66.67,1,19,65.59,78.46,12.87,partial,0,review,M0077,2026-03-04
U00662,Programming,Conditional Logic,hard,10,4,6,40.0,2,56,47.44,60.16,12.72,weak,1,remedial,M0019,2026-02-18
U00663,Programming,Data Structures,medium,10,10,0,100.0,3,33,99.89,100,0.11,mastered,0,continue,M0028,2026-04-19
U00664,Business,Customer Service,hard,10,0,10,0.0,1,58,5.65,31.73,26.08,weak,1,remedial,M0084,2026-03-18
U00665,English,Tenses,easy,5,3,2,60.0,1,34,61.49,75.18,13.69,partial,0,review,M0040,2026-03-29
U00666,English,Grammar,medium,20,18,2,90.0,1,52,90.14,94.15,4.01,mastered,0,continue,M0036,2026-03-19
U00667,Mathematics,Statistics,medium,15,13,2,86.67,4,66,94.05,94.25,0.2,mastered,0,continue,M0011,2026-03-16
U00668,Digital Literacy,Basic Troubleshooting,hard,5,2,3,40.0,2,54,42.67,66.19,23.52,weak,1,remedial,M0073,2026-05-02
U00669,English,Vocabulary,medium,20,1,19,5.0,1,28,4.68,32.71,28.03,weak,1,remedial,M0031,2026-01-31
U00670,Digital Literacy,Online Collaboration,easy,5,4,1,80.0,2,32,87.01,88.98,1.97,mastered,0,continue,M0071,2026-03-29
U00671,Science,Matter,hard,20,15,5,75.0,1,32,72.21,82.38,10.17,partial,0,review,M0060,2026-04-22
U00672,English,Grammar,easy,10,8,2,80.0,1,27,85.9,90.55,4.65,mastered,0,continue,M0035,2026-03-02
U00673,Business,Financial Literacy,medium,20,17,3,85.0,2,36,81.13,83.4,2.27,mastered,0,continue,M0080,2026-05-01
U00674,Programming,Loops,medium,15,8,7,53.33,1,49,53.81,74.34,20.53,weak,1,remedial,M0022,2026-02-21
U00675,Programming,Data Structures,hard,10,4,6,40.0,1,38,37.23,63.75,26.52,weak,1,remedial,M0029,2026-02-27
U00676,Science,Matter,easy,5,4,1,80.0,1,33,86.91,91.84,4.93,mastered,0,continue,M0058,2026-02-23
U00677,Science,Force and Motion,medium,15,13,2,86.67,2,34,93.14,93.99,0.85,mastered,0,continue,M0050,2026-04-10
U00678,English,Writing,medium,15,7,8,46.67,3,57,46.07,69.54,23.47,weak,1,remedial,M0045,2026-01-19
U00679,Programming,Loops,medium,10,4,6,40.0,4,47,40.37,52.45,12.08,weak,1,remedial,M0024,2026-02-25
U00680,Business,Marketing Basics,easy,15,13,2,86.67,1,29,87.9,89.75,1.85,mastered,0,continue,M0076,2026-05-24
U00681,Science,Ecosystem,medium,10,8,2,80.0,1,23,73.28,74.52,1.24,mastered,0,continue,M0057,2026-02-02
U00682,Digital Literacy,Online Collaboration,easy,15,12,3,80.0,1,22,84.12,84.82,0.7,mastered,0,continue,M0071,2026-01-21
U00683,Programming,Loops,medium,20,13,7,65.0,1,37,59.14,68.24,9.1,partial,0,review,M0022,2026-05-01
U00684,Science,Force and Motion,medium,10,5,5,50.0,5,60,49.39,83.11,33.72,weak,1,remedial,M0051,2026-02-22
U00685,English,Writing,hard,15,13,2,86.67,3,70,87.87,88.09,0.22,mastered,0,continue,M0044,2026-04-13
U00686,English,Writing,medium,5,2,3,40.0,4,51,35.79,66.58,30.79,weak,1,remedial,M0044,2026-05-18
U00687,Business,Entrepreneurship,easy,20,13,7,65.0,3,44,64.6,67.77,3.17,partial,0,review,M0086,2026-01-25
U00688,Programming,Variables,medium,5,2,3,40.0,1,46,45.56,77.12,31.56,weak,1,remedial,M0016,2026-01-22
U00689,Digital Literacy,Internet Safety,medium,15,9,6,60.0,4,61,67.23,70.57,3.34,partial,0,review,M0063,2026-05-23
U00690,Science,Force and Motion,medium,15,13,2,86.67,2,51,82.11,84.48,2.37,mastered,0,continue,M0049,2026-05-20
U00691,Science,Ecosystem,medium,10,5,5,50.0,1,33,57.29,81.37,24.08,weak,1,remedial,M0055,2026-01-07
U00692,Science,Force and Motion,medium,5,1,4,20.0,1,39,18.24,31.8,13.56,weak,1,remedial,M0049,2026-01-07
U00693,English,Reading Comprehension,hard,15,13,2,86.67,1,49,90.76,91.47,0.71,mastered,0,continue,M0039,2026-01-05
U00694,Digital Literacy,File Management,easy,20,17,3,85.0,2,49,78.77,83.55,4.78,mastered,0,continue,M0069,2026-05-29
U00695,Mathematics,Algebra Basics,hard,20,19,1,95.0,1,59,98.62,100,1.38,mastered,0,continue,M0004,2026-04-11
U00696,Digital Literacy,Data Privacy,hard,15,6,9,40.0,1,51,46.06,75.09,29.03,weak,1,remedial,M0064,2026-01-16
U00697,Mathematics,Fractions,medium,20,6,14,30.0,2,28,33.63,62.13,28.5,weak,1,remedial,M0003,2026-01-12
U00698,Science,Cells,medium,15,7,8,46.67,2,41,47.55,66.78,19.23,weak,1,remedial,M0047,2026-03-26
U00699,Digital Literacy,Data Privacy,medium,15,9,6,60.0,1,37,54.23,66.47,12.24,partial,0,review,M0064,2026-05-10
U00700,Programming,Conditional Logic,medium,20,12,8,60.0,2,43,67.01,77.55,10.54,partial,0,review,M0021,2026-03-25
U00701,English,Writing,easy,20,18,2,90.0,1,31,95.04,99.5,4.46,mastered,0,continue,M0044,2026-03-21
U00702,Science,Cells,hard,15,8,7,53.33,5,63,53.89,67.97,14.08,weak,1,remedial,M0047,2026-01-26
U00703,Business,Financial Literacy,hard,10,6,4,60.0,5,77,65.7,71.93,6.23,partial,0,review,M0081,2026-03-17
U00704,Science,Ecosystem,hard,10,8,2,80.0,1,38,78.71,82.4,3.69,mastered,0,continue,M0056,2026-05-21
U00705,Programming,Variables,easy,15,14,1,93.33,2,51,89.07,90.2,1.13,mastered,0,continue,M0018,2026-05-31
U00706,English,Writing,hard,10,4,6,40.0,1,47,42.5,59.47,16.97,weak,1,remedial,M0045,2026-02-17
U00707,Programming,Variables,easy,20,14,6,70.0,2,52,74.19,83.85,9.66,partial,0,review,M0016,2026-01-27
U00708,Business,Entrepreneurship,hard,10,6,4,60.0,1,57,55.3,63.55,8.25,partial,0,review,M0085,2026-03-28
U00709,Digital Literacy,Data Privacy,medium,5,2,3,40.0,1,46,38.83,62.64,23.81,weak,1,remedial,M0066,2026-01-29
U00710,Digital Literacy,Online Collaboration,hard,10,2,8,20.0,4,71,14.91,32.08,17.17,weak,1,remedial,M0070,2026-05-21
U00711,English,Reading Comprehension,medium,5,2,3,40.0,1,69,41.64,70.73,29.09,weak,1,remedial,M0039,2026-04-01
U00712,Science,Energy,medium,20,1,19,5.0,2,52,9.27,41.59,32.32,weak,1,remedial,M0052,2026-03-14
U00713,Programming,Variables,medium,10,9,1,90.0,1,37,92.68,97.36,4.68,mastered,0,continue,M0017,2026-03-01
U00714,English,Writing,easy,5,3,2,60.0,1,23,55.95,62.99,7.04,partial,0,review,M0045,2026-01-29
U00715,Programming,Data Structures,medium,20,12,8,60.0,1,35,60.0,64.47,4.47,partial,0,review,M0029,2026-03-09
U00716,Business,Entrepreneurship,medium,10,8,2,80.0,1,39,81.0,82.66,1.66,mastered,0,continue,M0086,2026-05-16
U00717,Science,Force and Motion,hard,10,2,8,20.0,2,49,14.01,46.34,32.33,weak,1,remedial,M0050,2026-05-10
U00718,Science,Matter,easy,5,5,0,100.0,1,22,100,100,0,mastered,0,continue,M0060,2026-02-07
U00719,Science,Force and Motion,medium,5,4,1,80.0,1,38,73.23,76.75,3.52,mastered,0,continue,M0049,2026-03-03
U00720,Digital Literacy,File Management,easy,10,8,2,80.0,2,47,78.77,79.06,0.29,mastered,0,continue,M0068,2026-02-10
U00721,Digital Literacy,Basic Troubleshooting,medium,15,3,12,20.0,1,29,13.24,33.8,20.56,weak,1,remedial,M0073,2026-01-19
U00722,Science,Ecosystem,hard,5,3,2,60.0,1,54,54.96,67.98,13.02,partial,0,review,M0055,2026-03-06
U00723,English,Tenses,medium,5,3,2,60.0,1,44,63.66,76.47,12.81,partial,0,review,M0042,2026-03-25
U00724,Mathematics,Linear Equations,easy,10,8,2,80.0,1,38,77.3,78.16,0.86,mastered,0,continue,M0013,2026-05-22
U00725,Business,Customer Service,medium,10,3,7,30.0,1,54,23.65,57.65,34.0,weak,1,remedial,M0082,2026-01-12
U00726,Programming,Conditional Logic,medium,15,14,1,93.33,1,40,99.49,100,0.51,mastered,0,continue,M0020,2026-03-14
U00727,English,Vocabulary,easy,20,14,6,70.0,1,23,75.99,86.2,10.21,partial,0,review,M0031,2026-01-15
U00728,Mathematics,Algebra Basics,easy,20,14,6,70.0,2,31,64.42,77.66,13.24,partial,0,review,M0006,2026-04-13
U00729,English,Tenses,easy,10,9,1,90.0,1,23,87.67,89.26,1.59,mastered,0,continue,M0041,2026-02-23
